id,price,number_of_reviews,No_of_days_booked_per_year,occupany_rate
23065457,180,4,29.0,8.0
23069274,90,84,255.0,70.0
23076117,121,63,153.0,42.0
23077552,219,17,120.0,33.0
23079019,128,110,255.0,70.0
23080583,998,15,255.0,70.0
23082020,119,0,0.0,0.0
23082255,250,22,55.0,15.0
23082609,165,94,255.0,70.0
23082718,29,15,40.0,11.0
23082849,28,1,11.0,3.0
23082899,199,95,255.0,70.0
23090401,250,0,0.0,0.0
23091396,49,0,0.0,0.0
23093784,91,4,29.0,8.0
23094793,199,129,255.0,70.0
23095688,49,36,117.0,32.0
23096291,56,0,0.0,0.0
23096960,49,0,0.0,0.0
23097820,25,26,88.0,24.0
23098372,134,1,7.0,2.0
23098435,199,21,69.0,19.0
23103606,99,3,33.0,9.0
23107420,1000,11,91.0,25.0
23108701,80,44,234.0,64.0
23109908,119,41,131.0,36.0
23110024,85,59,255.0,70.0
23110836,100,2,0.0,0.0
23111415,49,0,0.0,0.0
23113358,40,56,164.0,45.0
23113633,23,12,69.0,19.0
23113774,134,44,29.0,8.0
23115209,161,29,106.0,29.0
23118146,45,19,84.0,23.0
23123650,110,25,84.0,23.0
23125153,300,1,7.0,2.0
23127532,185,4,15.0,4.0
23127829,45,1,10.0,2.7
23127989,85,35,161.0,44.0
23128455,25,17,44.0,12.0
23130604,150,46,208.0,57.0
23130778,260,25,255.0,70.0
23131442,190,68,255.0,70.0
23134335,94,135,255.0,70.0
23135045,70,21,84.0,23.0
23135326,250,8,47.0,13.0
23135790,49,8,55.0,15.0
23137996,320,13,222.0,60.7
23138956,25,23,58.0,16.0
23148403,130,19,84.0,23.0
23148734,104,2,15.0,4.0
23149301,114,52,175.0,48.0
23151112,278,29,135.0,37.0
23152313,61,1,7.0,2.0
23152714,168,15,51.0,14.0
23152796,100,3,33.0,9.0
23157595,25,6,37.0,10.0
23157993,25,9,15.0,4.0
23168084,25,11,7.0,2.0
23169337,128,95,255.0,70.0
23169375,37,20,44.0,12.0
23172244,96,8,120.0,33.0
23172354,215,10,77.0,21.0
23172361,60,11,33.0,9.0
23172590,60,14,73.0,20.0
23173653,49,0,0.0,0.0
23173942,119,7,58.0,16.0
23175092,59,1,15.0,4.0
23175805,165,36,110.0,30.0
23176373,105,5,37.0,10.0
23178884,150,14,62.0,17.0
23189103,45,6,33.0,9.0
23190298,128,85,255.0,70.0
23192144,148,104,255.0,70.0
23192429,312,33,120.0,33.0
23196137,298,4,0.0,0.0
23206300,155,92,51.0,14.0
23206309,65,12,66.0,18.0
23206708,70,1,7.0,2.0
23206935,199,14,33.0,9.0
23206977,60,1,10.0,2.7
23207376,65,2,15.0,4.0
23208028,100,1,0.0,0.0
23208062,139,167,255.0,70.0
23208840,125,21,139.0,38.0
23209109,43,1,7.0,2.0
23209948,100,1,61.0,16.7
23211723,134,1,7.0,2.0
23211918,99,60,131.0,36.0
23213190,206,85,255.0,70.0
23213243,199,0,0.0,0.0
23221379,39,4,26.0,7.0
23221876,161,1,7.0,2.0
23222095,90,118,113.0,31.0
23222353,49,2,7.0,2.0
23222583,161,59,168.0,46.0
23222850,84,4,119.0,32.7
23224325,40,1,7.0,2.0
23224681,66,3,22.0,6.0
23224735,250,1,12.0,3.3
23229641,114,78,164.0,45.0
23230050,99,7,88.0,24.0
23237980,113,114,255.0,70.0
23238129,96,1,73.0,20.0
23238473,121,4,29.0,8.0
23239546,124,1,11.0,3.0
23239596,40,7,39.0,10.7
23239604,20,0,0.0,0.0
23241189,138,0,0.0,0.0
23242186,301,7,34.0,9.3
23243201,42,57,161.0,44.0
23252279,73,68,255.0,70.0
23257567,99,26,106.0,29.0
23260270,80,1,7.0,2.0
23261949,134,0,0.0,0.0
23262001,121,7,55.0,15.0
23262082,76,2,18.0,5.0
23262295,501,16,92.0,25.3
23262430,311,3,18.0,5.0
23262845,68,0,0.0,0.0
23263204,117,93,255.0,70.0
23264286,42,0,0.0,0.0
23264401,116,68,197.0,54.0
23273013,49,20,120.0,33.0
23274394,998,11,255.0,70.0
23274782,40,1,22.0,6.0
23275133,34,1,0.0,0.0
23276365,124,25,255.0,70.0
23277066,139,22,99.0,27.0
23277611,43,1,7.0,2.0
23278051,141,0,0.0,0.0
23278114,150,3,22.0,6.0
23279469,119,83,255.0,70.0
23280244,275,41,110.0,30.0
23280340,36,22,183.0,50.0
23281032,175,47,91.0,25.0
23284337,119,46,113.0,31.0
23290158,110,22,158.0,43.3
23292271,121,40,120.0,33.0
23294906,81,1,7.0,2.0
23295366,45,0,0.0,0.0
23298057,85,74,226.0,62.0
23307030,36,0,0.0,0.0
23309759,300,36,161.0,44.0
23311415,99,53,142.0,39.0
23312234,65,24,186.0,51.0
23313367,300,2,0.0,0.0
23313732,20,0,0.0,0.0
23314601,87,38,66.0,18.0
23316566,300,95,255.0,70.0
23317723,80,28,99.0,27.0
23326901,50,0,0.0,0.0
23327811,80,1,73.0,20.0
23328753,80,0,0.0,0.0
23328818,70,70,219.0,60.0
23330194,240,72,223.0,61.0
23330390,76,10,58.0,16.0
23333372,600,0,0.0,0.0
23342156,49,3,22.0,6.0
23342157,36,16,33.0,9.0
23342329,39,28,73.0,20.0
23342644,105,32,62.0,17.0
23343349,70,132,255.0,70.0
23343629,54,0,0.0,0.0
23343911,59,1,10.0,2.7
23344380,65,78,223.0,61.0
23344807,60,42,142.0,39.0
23345186,45,77,186.0,51.0
23345300,134,1,10.0,2.7
23345465,90,34,241.0,66.0
23345467,100,79,255.0,70.0
23345782,150,16,80.0,22.0
23346525,150,0,0.0,0.0
23350716,125,45,255.0,70.0
23359256,155,8,66.0,18.0
23360017,56,0,0.0,0.0
23360916,25,0,0.0,0.0
23361328,260,105,255.0,70.0
23361510,250,104,255.0,70.0
23362069,249,45,99.0,27.0
23362671,240,21,161.0,44.0
23362818,280,72,245.0,67.0
23363359,62,0,0.0,0.0
23363568,150,0,0.0,0.0
23363953,111,0,0.0,0.0
23366018,70,0,0.0,0.0
23369656,155,102,255.0,70.0
23369917,60,1,7.0,2.0
23380917,100,14,110.0,30.0
23380923,144,9,84.0,23.0
23381427,97,64,193.0,53.0
23387298,165,0,0.0,0.0
23394939,150,0,0.0,0.0
23397148,250,132,255.0,70.0
23399041,36,1,7.0,2.0
23400765,36,0,0.0,0.0
23400940,100,19,55.0,15.0
23401295,213,4,0.0,0.0
23402819,161,2,19.0,5.3
23403258,120,58,179.0,49.0
23404141,128,28,139.0,38.0
23411030,80,58,142.0,39.0
23417799,141,60,241.0,66.0
23417911,56,39,201.0,55.0
23418107,349,5,12.0,3.3
23420239,400,57,62.0,17.0
23420361,49,47,193.0,53.0
23420944,162,2,18.0,5.0
23421013,114,26,110.0,30.0
23422137,121,94,234.0,64.0
23423933,45,1,17.0,4.7
23426553,70,20,51.0,14.0
23435991,219,8,7.0,2.0
23436500,60,1,7.0,2.0
23438493,121,32,51.0,14.0
23439106,179,7,55.0,15.0
23439356,99,25,47.0,13.0
23440943,85,2,18.0,5.0
23441272,70,5,40.0,11.0
23442498,92,3,26.0,7.0
23449708,159,108,255.0,70.0
23451491,150,12,95.0,26.0
23451905,114,119,255.0,70.0
23453348,60,0,0.0,0.0
23454557,250,0,0.0,0.0
23455864,108,67,212.0,58.0
23456012,150,27,95.0,26.0
23458372,148,10,0.0,0.0
23458524,94,27,161.0,44.0
23458816,114,41,117.0,32.0
23460165,42,4,33.0,9.0
23467713,57,1,0.0,0.0
23468012,128,59,117.0,32.0
23471409,85,103,164.0,45.0
23471809,73,27,212.0,58.0
23471821,39,5,255.0,70.0
23473741,40,1,17.0,4.7
23475515,121,88,255.0,70.0
23482580,400,0,0.0,0.0
23486780,1998,5,255.0,70.0
23487128,30,2,15.0,4.0
23487468,110,6,47.0,13.0
23489199,318,105,255.0,70.0
23489671,96,0,0.0,0.0
23491510,247,115,255.0,70.0
23491909,275,119,255.0,70.0
23492091,42,0,0.0,0.0
23493459,25,6,33.0,9.0
23497777,70,0,0.0,0.0
23504096,125,1,7.0,2.0
23504559,199,68,255.0,70.0
23505485,80,40,255.0,70.0
23506188,192,132,255.0,70.0
23506254,80,3,243.0,66.7
23507327,100,27,212.0,58.0
23509222,90,5,47.0,13.0
23511389,28,0,0.0,0.0
23512307,90,1,24.0,6.7
23512454,121,1,7.0,2.0
23513082,190,50,153.0,42.0
23513216,161,2,18.0,5.0
23513848,76,0,0.0,0.0
23514553,45,1,22.0,6.0
23515027,60,3,22.0,6.0
23515199,80,1,7.0,2.0
23519888,94,6,66.0,18.0
23527697,219,1,7.0,2.0
23528463,90,21,128.0,35.0
23529866,121,2,7.0,2.0
23530160,80,0,0.0,0.0
23530495,481,57,164.0,45.0
23532343,141,7,55.0,15.0
23532379,250,10,33.0,9.0
23532480,120,4,33.0,9.0
23533772,134,1,7.0,2.0
23545981,99,31,215.0,59.0
23546496,500,10,146.0,40.0
23548236,158,54,186.0,51.0
23548571,136,36,153.0,42.0
23548927,119,18,51.0,14.0
23549182,42,67,69.0,19.0
23549500,148,16,168.0,46.0
23550704,121,2,15.0,4.0
23550969,70,0,0.0,0.0
23553962,63,14,91.0,25.0
23562505,121,53,204.0,56.0
23565645,155,0,0.0,0.0
23567145,139,18,62.0,17.0
23567425,168,44,252.0,69.0
23568468,93,1,17.0,4.7
23569690,45,1,7.0,2.0
23569772,90,77,255.0,70.0
23569872,49,1,7.0,2.0
23571646,169,4,26.0,7.0
23572135,179,9,77.0,21.0
23572471,183,4,29.0,8.0
23581340,40,120,255.0,70.0
23582321,80,7,47.0,13.0
23584211,121,25,131.0,36.0
23584991,100,3,26.0,7.0
23585789,87,62,212.0,58.0
23586082,499,5,33.0,9.0
23586460,80,1,11.0,3.0
23588498,128,9,15.0,4.0
23594163,106,89,234.0,64.0
23594787,85,1,7.0,2.0
23595290,100,45,120.0,33.0
23596508,40,5,18.0,5.0
23598301,105,16,110.0,30.0
23598905,150,61,190.0,52.0
23599520,56,17,88.0,24.0
23600566,40,0,0.0,0.0
23601593,80,9,77.0,21.0
23603479,130,19,22.0,6.0
23604855,1998,9,255.0,70.0
23613111,150,1,7.0,2.0
23613339,128,2,43.0,11.7
23613979,229,116,255.0,70.0
23617744,60,29,139.0,38.0
23618113,110,92,230.0,63.0
23618248,110,28,113.0,31.0
23618307,118,47,161.0,44.0
23618605,117,29,168.0,46.0
23618675,128,16,124.0,34.0
23618750,117,79,255.0,70.0
23618849,128,30,142.0,39.0
23618969,100,94,0.0,0.0
23620104,45,0,0.0,0.0
23620110,100,78,255.0,70.0
23622515,190,0,0.0,0.0
23630918,65,9,58.0,16.0
23631087,110,2,18.0,5.0
23631671,121,0,0.0,0.0
23632087,159,111,255.0,70.0
23633628,150,4,22.0,6.0
23634144,127,2,0.0,0.0
23634451,130,5,40.0,11.0
23634991,65,22,88.0,24.0
23636663,168,156,255.0,70.0
23637132,179,1,7.0,2.0
23637233,284,0,0.0,0.0
23639060,199,1,7.0,2.0
23639223,1998,5,255.0,70.0
23650018,73,36,190.0,52.0
23650141,150,6,33.0,9.0
23650180,164,6,51.0,14.0
23652071,99,211,255.0,70.0
23653025,195,7,66.0,18.0
23654948,139,69,241.0,66.0
23656157,32,1,7.0,2.0
23656403,39,0,0.0,0.0
23657361,410,1,7.0,2.0
23658234,39,12,73.0,20.0
23658680,128,3,18.0,5.0
23662903,300,0,0.0,0.0
23665001,125,3,37.0,10.0
23668555,43,14,195.0,53.3
23669070,159,76,208.0,57.0
23669924,70,125,255.0,70.0
23671373,150,17,0.0,0.0
23672311,128,111,255.0,70.0
23672332,85,0,0.0,0.0
23672490,128,104,255.0,70.0
23673953,110,2,18.0,5.0
23675701,49,0,0.0,0.0
23676246,25,22,215.0,59.0
23677807,190,12,255.0,70.0
23684982,111,98,255.0,70.0
23685058,23,12,66.0,18.0
23685269,80,27,69.0,19.0
23687069,121,38,150.0,41.0
23687419,94,123,212.0,58.0
23693047,80,5,18.0,5.0
23694470,60,4,33.0,9.0
23695706,128,100,255.0,70.0
23701676,110,2,18.0,5.0
23702965,66,5,26.0,7.0
23703032,110,0,0.0,0.0
23703115,199,13,77.0,21.0
23704467,199,3,37.0,10.0
23704973,349,18,139.0,38.0
23705156,60,0,0.0,0.0
23706574,49,2,43.0,11.7
23707502,94,14,255.0,70.0
23716214,90,12,255.0,70.0
23716242,400,2,18.0,5.0
23717040,240,72,255.0,70.0
23717799,130,74,245.0,67.0
23729990,82,7,29.0,8.0
23730877,151,40,161.0,44.0
23731210,90,43,135.0,37.0
23732722,80,16,66.0,18.0
23732811,474,0,0.0,0.0
23733396,300,25,22.0,6.0
23733734,100,2,18.0,5.0
23734027,31,3,18.0,5.0
23734242,79,21,40.0,11.0
23734664,145,34,102.0,28.0
23734777,134,0,0.0,0.0
23734833,60,42,248.0,68.0
23735063,60,39,164.0,45.0
23736525,250,5,0.0,0.0
23738386,130,2,170.0,46.7
23738690,295,8,18.0,5.0
23746862,90,56,201.0,55.0
23751452,148,34,110.0,30.0
23752127,240,3,170.0,46.7
23754436,39,26,204.0,56.0
23756868,250,1,7.0,2.0
23757231,199,9,77.0,21.0
23757283,70,3,26.0,7.0
23757704,25,0,0.0,0.0
23758019,94,57,223.0,61.0
23759100,199,16,58.0,16.0
23759585,100,51,186.0,51.0
23771753,170,17,18.0,5.0
23771755,255,3,62.0,17.0
23772390,49,14,37.0,10.0
23773712,130,3,26.0,7.0
23774009,76,0,0.0,0.0
23774169,199,0,0.0,0.0
23774780,28,1,17.0,4.7
23774928,99,13,110.0,30.0
23775854,28,8,110.0,30.0
23776424,80,32,102.0,28.0
23776426,165,29,226.0,62.0
23777370,110,75,164.0,45.0
23778072,175,91,255.0,70.0
23778775,175,2,18.0,5.0
23778785,29,6,37.0,10.0
23787669,40,1,12.0,3.3
23787962,62,15,102.0,28.0
23788012,142,0,0.0,0.0
23788294,65,11,69.0,19.0
23788740,130,3,15.0,4.0
23790404,90,98,255.0,70.0
23791196,108,3,7.0,2.0
23791351,168,146,255.0,70.0
23792659,39,63,193.0,53.0
23794141,60,5,40.0,11.0
23794613,161,59,186.0,51.0
23795369,400,2,0.0,0.0
23797877,99,51,146.0,40.0
23798723,121,74,255.0,70.0
23809058,130,32,113.0,31.0
23810290,61,1,18.0,5.0
23810542,80,2,18.0,5.0
23810638,300,28,110.0,30.0
23811319,165,116,255.0,70.0
23812326,59,55,190.0,52.0
23812723,150,17,33.0,9.0
23813101,240,38,44.0,12.0
23813155,114,59,255.0,70.0
23813174,219,85,255.0,70.0
23813307,185,0,0.0,0.0
23813407,219,0,0.0,0.0
23816765,300,123,255.0,70.0
23819471,96,6,18.0,5.0
23826108,40,104,255.0,70.0
23826140,40,23,212.0,58.0
23826724,179,67,255.0,70.0
23827764,121,2,18.0,5.0
23827949,134,0,0.0,0.0
23828385,99,179,255.0,70.0
23828530,108,53,190.0,52.0
23830221,59,26,77.0,21.0
23830230,134,129,255.0,70.0
23833600,46,1,7.0,2.0
23835713,53,1,7.0,2.0
23841254,90,85,255.0,70.0
23842595,110,3,26.0,7.0
23843450,349,0,0.0,0.0
23843548,121,20,110.0,30.0
23843680,121,0,0.0,0.0
23844642,130,7,193.0,53.0
23844742,185,2,0.0,0.0
23845383,595,8,33.0,9.0
23846632,98,44,179.0,49.0
23847600,1351,0,0.0,0.0
23858126,349,3,34.0,9.3
23858879,75,2,29.0,8.0
23859944,100,57,255.0,70.0
23860192,96,24,77.0,21.0
23860489,80,6,15.0,4.0
23860732,88,53,255.0,70.0
23861020,150,6,0.0,0.0
23861029,300,16,84.0,23.0
23862415,49,0,0.0,0.0
23864717,121,17,110.0,30.0
23867605,151,72,255.0,70.0
23867642,49,3,26.0,7.0
23868457,102,23,80.0,22.0
23869647,65,12,117.0,32.0
23869950,76,6,51.0,14.0
23870228,134,184,255.0,70.0
23870398,128,33,66.0,18.0
23878637,161,46,201.0,55.0
23880499,109,42,208.0,57.0
23881153,49,23,186.0,51.0
23881154,130,0,0.0,0.0
23881704,29,0,0.0,0.0
23881770,121,3,43.0,11.7
23881965,90,112,255.0,70.0
23882747,90,74,255.0,70.0
23884026,178,6,11.0,3.0
23884991,105,2,30.0,8.3
23885318,20,4,26.0,7.0
23886108,108,1,7.0,2.0
23886557,90,31,80.0,22.0
23886600,199,5,44.0,12.0
23886910,139,9,18.0,5.0
23886996,40,109,255.0,70.0
23889164,70,3,26.0,7.0
23889412,42,3,26.0,7.0
23889577,65,1,7.0,2.0
23890970,199,0,0.0,0.0
23903216,119,42,255.0,70.0
23903554,349,0,0.0,0.0
23905837,427,3,0.0,0.0
23907718,185,2,0.0,0.0
23907808,40,0,0.0,0.0
23909241,349,0,0.0,0.0
23909335,1199,0,0.0,0.0
23909834,105,31,33.0,9.0
23910772,141,40,62.0,17.0
23911308,349,2,7.0,2.0
23912742,99,1,15.0,4.0
23913915,70,4,33.0,9.0
23923363,400,1,0.0,0.0
23923831,56,84,255.0,70.0
23925069,105,15,77.0,21.0
23925346,161,31,66.0,18.0
23925589,74,51,51.0,14.0
23926051,100,1,0.0,0.0
23928408,71,53,157.0,43.0
23928562,74,25,91.0,25.0
23931198,39,6,30.0,8.3
23932029,175,0,0.0,0.0
23932328,167,30,131.0,36.0
23934666,134,1,73.0,20.0
23941487,70,0,0.0,0.0
23944774,199,8,18.0,5.0
23945262,110,25,142.0,39.0
23945611,29,0,0.0,0.0
23946111,230,36,80.0,22.0
23946407,75,0,0.0,0.0
23946560,349,0,0.0,0.0
23946749,179,55,255.0,70.0
23948181,36,0,0.0,0.0
23948219,226,32,29.0,8.0
23948452,148,54,215.0,59.0
23948635,85,83,234.0,64.0
23949273,36,26,170.0,46.7
23949759,135,0,0.0,0.0
23950250,159,192,255.0,70.0
23953059,199,4,26.0,7.0
23953432,29,0,0.0,0.0
23958575,150,157,255.0,70.0
23961304,128,69,153.0,42.0
23963581,49,5,33.0,9.0
23965237,99,25,84.0,23.0
23966312,187,120,255.0,70.0
23966530,134,0,0.0,0.0
23966718,70,2,29.0,8.0
23966783,68,0,0.0,0.0
23966813,180,0,0.0,0.0
23967704,192,0,0.0,0.0
23974100,65,13,170.0,46.7
23977367,49,0,0.0,0.0
23978827,79,2,26.0,7.0
23979293,49,0,0.0,0.0
23979391,190,18,37.0,10.0
23980279,60,0,0.0,0.0
23980377,45,3,29.0,8.0
23980725,122,136,255.0,70.0
23981685,150,28,157.0,43.0
23983796,45,3,44.0,12.0
23983848,121,2,0.0,0.0
23985406,110,4,37.0,10.0
23986105,1400,6,26.0,7.0
23986645,114,2,0.0,0.0
23996298,99,3,0.0,0.0
23997471,94,1,51.0,14.0
23997612,104,4,153.0,42.0
23997745,179,46,161.0,44.0
23997772,104,1,43.0,11.7
23997912,90,4,170.0,46.7
23998081,90,4,0.0,0.0
23998276,162,5,91.0,25.0
23998970,90,1,51.0,14.0
23999050,76,20,91.0,25.0
23999813,60,42,255.0,70.0
23999958,110,57,255.0,70.0
24001389,29,1,17.0,4.7
24002691,39,0,0.0,0.0
24003572,130,38,204.0,56.0
24004413,39,11,106.0,29.0
24005176,25,0,0.0,0.0
24005260,298,1,7.0,2.0
24009033,45,0,0.0,0.0
24020925,45,43,179.0,49.0
24021346,81,29,212.0,58.0
24022833,45,1,0.0,0.0
24022900,161,59,190.0,52.0
24022933,80,42,113.0,31.0
24022979,65,0,0.0,0.0
24023377,121,62,139.0,38.0
24023678,87,29,22.0,6.0
24028809,119,0,0.0,0.0
24041226,209,1,11.0,3.0
24043960,615,5,22.0,6.0
24045497,232,68,106.0,29.0
24045690,121,7,62.0,17.0
24064222,42,16,69.0,19.0
24065329,122,69,172.0,47.0
24066168,25,1,7.0,2.0
24073880,90,84,255.0,70.0
24078623,164,23,128.0,35.0
24084095,60,23,157.0,43.0
24087765,121,2,51.0,14.0
24091562,150,5,51.0,14.0
24103106,170,1,18.0,5.0
24103216,130,0,0.0,0.0
24103488,114,0,0.0,0.0
24103556,96,0,0.0,0.0
24103910,40,48,179.0,49.0
24104320,138,3,0.0,0.0
24104576,110,1,15.0,4.0
24104889,104,0,0.0,0.0
24105043,114,1,0.0,0.0
24105306,108,1,146.0,40.0
24105487,155,3,0.0,0.0
24105706,141,9,0.0,0.0
24106366,114,14,110.0,30.0
24106658,49,0,0.0,0.0
24107505,150,60,183.0,50.0
24107914,60,18,102.0,28.0
24120708,90,40,102.0,28.0
24122327,130,53,208.0,57.0
24123233,400,2,0.0,0.0
24123792,36,2,37.0,10.0
24123867,80,11,88.0,24.0
24124926,139,14,62.0,17.0
24127034,37,18,66.0,18.0
24127235,25,2,18.0,5.0
24127353,90,5,11.0,3.0
24137278,170,95,255.0,70.0
24137908,76,17,150.0,41.0
24140639,148,5,22.0,6.0
24140853,199,9,26.0,7.0
24141216,36,4,146.0,40.0
24141474,56,53,255.0,70.0
24141704,159,13,95.0,26.0
24142109,159,15,106.0,29.0
24143010,159,9,58.0,16.0
24143365,159,14,113.0,31.0
24143618,159,22,110.0,30.0
24143802,159,41,153.0,42.0
24144463,199,5,51.0,14.0
24145683,30,0,0.0,0.0
24160549,100,109,234.0,64.0
24161908,150,1,11.0,3.0
24162603,240,4,22.0,6.0
24163378,51,149,255.0,70.0
24163919,37,62,215.0,59.0
24166783,209,108,255.0,70.0
24171665,76,75,255.0,70.0
24179792,156,0,0.0,0.0
24184479,170,0,0.0,0.0
24185701,50,0,0.0,0.0
24185774,229,76,241.0,66.0
24186072,60,4,37.0,10.0
24188305,99,5,51.0,14.0
24188614,114,42,139.0,38.0
24188651,159,150,255.0,70.0
24189341,90,6,34.0,9.3
24190098,85,109,255.0,70.0
24193217,160,96,255.0,70.0
24193623,199,48,157.0,43.0
24194632,199,35,58.0,16.0
24195416,130,42,124.0,34.0
24200170,156,143,255.0,70.0
24200857,158,158,255.0,70.0
24201164,121,32,237.0,65.0
24210242,97,3,97.0,26.7
24210532,141,20,0.0,0.0
24211813,60,0,0.0,0.0
24212261,114,0,0.0,0.0
24213626,170,29,124.0,34.0
24220530,1080,18,128.0,35.0
24230004,190,90,255.0,70.0
24230302,199,18,69.0,19.0
24230606,77,86,255.0,70.0
24232168,49,4,11.0,3.0
24232880,109,3,40.0,11.0
24234159,99,2,11.0,3.0
24234222,94,1,0.0,0.0
24234320,99,5,40.0,11.0
24234569,111,39,84.0,23.0
24235787,111,45,255.0,70.0
24238191,99,0,0.0,0.0
24238367,99,0,0.0,0.0
24238422,99,0,0.0,0.0
24238471,94,1,11.0,3.0
24246841,28,0,0.0,0.0
24251251,76,15,157.0,43.0
24252684,99,1,15.0,4.0
24252744,99,0,0.0,0.0
24252815,85,0,0.0,0.0
24252856,99,0,0.0,0.0
24253742,124,44,91.0,25.0
24254744,139,0,0.0,0.0
24254888,139,2,33.0,9.0
24256164,134,85,255.0,70.0
24256510,49,23,117.0,32.0
24265382,210,61,124.0,34.0
24268616,36,31,91.0,25.0
24269130,84,56,230.0,63.0
24270589,81,3,26.0,7.0
24270592,320,47,99.0,27.0
24271716,225,10,0.0,0.0
24272737,210,64,204.0,56.0
24274230,71,0,0.0,0.0
24274470,83,5,47.0,13.0
24287908,83,12,0.0,0.0
24288240,240,107,255.0,70.0
24288579,36,1,11.0,3.0
24289809,300,1,33.0,9.0
24290702,65,1,7.0,2.0
24294842,199,9,11.0,3.0
24295346,226,0,0.0,0.0
24302707,246,39,157.0,43.0
24305315,150,15,146.0,40.0
24308164,76,53,124.0,34.0
24310588,40,64,255.0,70.0
24312212,161,93,255.0,70.0
24314119,300,51,135.0,37.0
24315008,32,13,131.0,36.0
24315251,161,43,73.0,20.0
24315374,141,13,47.0,13.0
24315602,130,78,215.0,59.0
24319565,179,91,208.0,57.0
24320140,96,149,255.0,70.0
24321308,90,97,255.0,70.0
24324368,117,4,255.0,70.0
24333516,75,0,47.0,13.0
24337715,40,6,55.0,15.0
24338174,65,91,255.0,70.0
24339119,168,0,0.0,0.0
24339307,175,44,183.0,50.0
24339542,121,18,95.0,26.0
24340996,76,17,58.0,16.0
24344291,120,32,95.0,26.0
24344889,56,0,0.0,0.0
24356997,130,9,55.0,15.0
24357804,99,75,255.0,70.0
24358751,250,3,0.0,0.0
24364985,114,17,40.0,11.0
24377094,240,86,153.0,42.0
24377856,70,0,0.0,0.0
24379326,56,1,0.0,0.0
24379456,59,127,255.0,70.0
24382800,250,97,255.0,70.0
24386733,85,31,128.0,35.0
24397139,56,14,95.0,26.0
24397167,80,0,0.0,0.0
24398121,83,1,19.0,5.3
24398380,168,34,190.0,52.0
24399069,79,54,44.0,12.0
24413789,114,95,255.0,70.0
24414050,249,73,248.0,68.0
24417171,198,3,0.0,0.0
24419002,85,35,255.0,70.0
24425456,76,0,0.0,0.0
24430159,300,13,73.0,20.0
24430790,300,22,69.0,19.0
24431012,405,43,172.0,47.0
24431883,93,1,18.0,5.0
24433205,150,0,0.0,0.0
24434174,36,48,241.0,66.0
24434252,40,70,255.0,70.0
24434338,199,16,62.0,17.0
24434934,240,39,161.0,44.0
24435177,114,62,255.0,70.0
24437795,199,33,179.0,49.0
24438431,56,97,255.0,70.0
24439980,99,76,255.0,70.0
24446724,199,0,0.0,0.0
24453427,859,48,175.0,48.0
24454843,87,2,22.0,6.0
24455273,70,0,0.0,0.0
24458168,19,0,0.0,0.0
24460446,70,0,0.0,0.0
24460505,150,0,0.0,0.0
24460860,80,6,51.0,14.0
24461618,139,22,255.0,70.0
24461713,61,14,139.0,38.0
24475265,49,6,58.0,16.0
24476865,100,4,33.0,9.0
24477245,399,2,0.0,0.0
24477588,70,45,190.0,52.0
24477891,280,0,0.0,0.0
24478061,399,5,0.0,0.0
24478668,408,8,18.0,5.0
24478967,617,5,91.0,25.0
24480685,149,3,0.0,0.0
24480723,104,5,26.0,7.0
24480752,155,7,66.0,18.0
24480783,155,5,0.0,0.0
24480871,204,2,0.0,0.0
24480957,204,9,47.0,13.0
24481326,499,33,58.0,16.0
24484639,179,34,223.0,61.0
24485454,76,0,0.0,0.0
24485500,97,134,255.0,70.0
24486707,65,67,172.0,47.0
24490064,139,83,197.0,54.0
24498099,130,5,11.0,3.0
24499746,170,6,11.0,3.0
24500074,179,15,0.0,0.0
24501075,90,48,208.0,57.0
24502350,121,94,255.0,70.0
24502405,168,68,223.0,61.0
24503043,190,0,0.0,0.0
24504489,331,0,0.0,0.0
24505455,80,3,37.0,10.0
24507359,60,1,11.0,3.0
24509781,87,129,255.0,70.0
24510084,45,0,0.0,0.0
24523743,229,31,190.0,52.0
24525130,80,142,255.0,70.0
24526947,120,14,145.0,39.7
24533189,39,1,44.0,12.0
24534273,60,1,0.0,0.0
24535102,36,12,67.0,18.3
24537769,155,116,255.0,70.0
24542496,100,13,51.0,14.0
24545237,70,1,11.0,3.0
24545336,100,46,164.0,45.0
24547442,399,40,135.0,37.0
24548874,79,42,84.0,23.0
24549960,474,0,0.0,0.0
24550883,150,49,255.0,70.0
24561428,85,30,179.0,49.0
24561628,150,3,0.0,0.0
24562381,141,20,73.0,20.0
24562917,206,100,255.0,70.0
24563060,65,51,255.0,70.0
24563075,32,1,40.0,11.0
24567989,59,0,0.0,0.0
24568675,779,28,146.0,40.0
24569193,88,16,110.0,30.0
24570767,57,280,255.0,70.0
24578919,60,8,33.0,9.0
24579230,155,36,128.0,35.0
24580431,150,9,66.0,18.0
24581640,125,1,0.0,0.0
24581866,195,2,26.0,7.0
24584114,40,1,11.0,3.0
24589167,209,6,44.0,12.0
24589889,110,3,44.0,12.0
24590405,179,38,255.0,70.0
24592975,87,71,255.0,70.0
24593284,159,22,146.0,40.0
24609190,320,36,146.0,40.0
24609910,189,53,255.0,70.0
24610115,100,84,255.0,70.0
24611371,128,145,255.0,70.0
24612091,133,28,55.0,15.0
24613457,161,17,172.0,47.0
24614047,90,3,33.0,9.0
24629955,76,64,255.0,70.0
