id,price,number_of_reviews,No_of_days_booked_per_year,occupany_rate
24634905,77,55,255.0,70.0
24634912,150,3,40.0,11.0
24634924,25,24,73.0,20.0
24635182,136,0,0.0,0.0
24635188,199,16,47.0,13.0
24635860,29,0,0.0,0.0
24636688,300,8,95.0,26.0
24637319,119,59,255.0,70.0
24640661,90,57,208.0,57.0
24641177,56,2,22.0,6.0
24642363,46,26,110.0,30.0
24645619,104,27,29.0,8.0
24654810,298,4,0.0,0.0
24655069,600,1,73.0,20.0
24655347,499,11,58.0,16.0
24655372,499,84,37.0,10.0
24655399,499,22,80.0,22.0
24655479,141,0,0.0,0.0
24655628,298,12,95.0,26.0
24657477,155,39,255.0,70.0
24657668,85,9,40.0,11.0
24658769,43,38,225.0,61.7
24660508,114,2,24.0,6.7
24660558,48,5,51.0,14.0
24661437,70,0,0.0,0.0
24661640,110,5,37.0,10.0
24662035,100,6,49.0,13.3
24664412,90,9,37.0,10.0
24666997,118,2,22.0,6.0
24676858,49,19,146.0,40.0
24677635,80,0,0.0,0.0
24677681,40,8,255.0,70.0
24678248,281,5,0.0,0.0
24679388,399,101,80.0,22.0
24679505,600,26,69.0,19.0
24679516,114,6,49.0,13.3
24679555,600,92,150.0,41.0
24679601,600,8,40.0,11.0
24683246,100,41,212.0,58.0
24683670,80,7,58.0,16.0
24684130,76,14,164.0,45.0
24685566,65,58,223.0,61.0
24696318,130,1,11.0,3.0
24699223,113,1,19.0,5.3
24700467,170,0,0.0,0.0
24700685,150,47,208.0,57.0
24703390,56,13,117.0,32.0
24704112,110,46,131.0,36.0
24704163,29,0,0.0,0.0
24706045,125,79,120.0,33.0
24706289,125,30,215.0,59.0
24706567,145,1,59.0,16.3
24709003,65,20,80.0,22.0
24711201,141,136,255.0,70.0
24713407,70,0,0.0,0.0
24717095,104,9,69.0,19.0
24718369,49,49,248.0,68.0
24719030,110,7,15.0,4.0
24719080,90,57,255.0,70.0
24720067,150,7,37.0,10.0
24720553,138,106,255.0,70.0
24722214,121,31,234.0,64.0
24722977,168,119,255.0,70.0
24725997,40,1,11.0,3.0
24734489,70,418,255.0,70.0
24734623,65,17,51.0,14.0
24735392,151,59,157.0,43.0
24735602,189,41,0.0,0.0
24736319,110,72,255.0,70.0
24736538,134,26,95.0,26.0
24736941,139,127,255.0,70.0
24736943,49,6,29.0,8.0
24738739,130,46,106.0,29.0
24739568,399,16,0.0,0.0
24740005,600,10,62.0,17.0
24745644,45,20,117.0,32.0
24746448,66,13,73.0,20.0
24746893,130,106,255.0,70.0
24757403,161,0,0.0,0.0
24758310,121,1,11.0,3.0
24758813,90,4,51.0,14.0
24760330,108,39,80.0,22.0
24761539,300,1,11.0,3.0
24763357,81,8,106.0,29.0
24764053,156,131,255.0,70.0
24764864,159,132,255.0,70.0
24765362,148,139,255.0,70.0
24767229,170,28,255.0,70.0
24779933,36,2,11.0,3.0
24780959,170,78,248.0,68.0
24781204,335,13,29.0,8.0
24783817,150,7,255.0,70.0
24784282,29,0,0.0,0.0
24784330,49,1,15.0,4.0
24788708,110,8,33.0,9.0
24790497,112,51,234.0,64.0
24793504,199,77,255.0,70.0
24795242,148,4,34.0,9.3
24795274,130,36,124.0,34.0
24796329,77,1,73.0,20.0
24796809,36,7,73.0,20.0
24808509,130,73,255.0,70.0
24808878,121,0,0.0,0.0
24809194,199,8,51.0,14.0
24809566,199,3,77.0,21.0
24810981,47,53,212.0,58.0
24816639,82,0,0.0,0.0
24817703,110,185,255.0,70.0
24819699,134,28,183.0,50.0
24832560,125,7,37.0,10.0
24833274,110,28,157.0,43.0
24833506,53,56,179.0,49.0
24833695,73,17,135.0,37.0
24836384,20,2,37.0,10.0
24836656,121,42,179.0,49.0
24837895,121,27,62.0,17.0
24843830,219,6,44.0,12.0
24846211,801,16,106.0,29.0
24857874,275,0,0.0,0.0
24857885,218,0,0.0,0.0
24857893,218,0,0.0,0.0
24857900,275,0,0.0,0.0
24857915,218,0,0.0,0.0
24857921,218,0,0.0,0.0
24857951,275,0,0.0,0.0
24857956,218,0,0.0,0.0
24857964,218,0,0.0,0.0
24857967,275,0,0.0,0.0
24857970,275,0,0.0,0.0
24857982,275,2,0.0,0.0
24859347,25,0,0.0,0.0
24859931,199,42,146.0,40.0
24862255,150,1,11.0,3.0
24873126,76,0,0.0,0.0
24876118,179,16,62.0,17.0
24876804,94,8,26.0,7.0
24878647,29,1,55.0,15.0
24880933,121,4,26.0,7.0
24882244,60,0,0.0,0.0
24893637,138,8,88.0,24.0
24893746,49,10,106.0,29.0
24894042,165,112,255.0,70.0
24894194,240,38,113.0,31.0
24894582,40,2,11.0,3.0
24894774,250,86,255.0,70.0
24895492,121,41,230.0,63.0
24895828,37,19,11.0,3.0
24898012,150,37,99.0,27.0
24898071,230,28,18.0,5.0
24898922,199,80,255.0,70.0
24899744,110,1,55.0,15.0
24902883,99,7,33.0,9.0
24904302,94,39,153.0,42.0
24904543,590,34,99.0,27.0
24917402,128,14,84.0,23.0
24918559,80,1,26.0,7.0
24919122,111,3,255.0,70.0
24920707,150,2,37.0,10.0
24920884,121,15,73.0,20.0
24926087,70,59,186.0,51.0
24933953,122,30,164.0,45.0
24937126,96,16,37.0,10.0
24937251,213,18,80.0,22.0
24942850,83,19,153.0,42.0
24945927,389,5,37.0,10.0
24945953,389,16,18.0,5.0
24946799,151,1,11.0,3.0
24946802,125,33,113.0,31.0
24947464,264,5,85.0,23.3
24947758,121,39,208.0,57.0
24948489,179,42,179.0,49.0
24949023,325,36,150.0,41.0
24949385,46,1,37.0,10.0
24950438,90,41,161.0,44.0
24952914,85,30,180.0,49.3
24954104,124,95,255.0,70.0
24954994,90,90,255.0,70.0
24955511,240,12,128.0,35.0
24955907,129,86,255.0,70.0
24956002,134,13,66.0,18.0
24967666,145,47,255.0,70.0
24968714,175,67,120.0,33.0
24969828,110,12,168.0,46.0
24969891,258,3,0.0,0.0
24970510,56,0,0.0,0.0
24984354,165,3,18.0,5.0
24991610,80,0,0.0,0.0
24994481,81,2,22.0,6.0
24994672,119,53,58.0,16.0
24996189,65,54,124.0,34.0
24997689,250,3,106.0,29.0
25002635,60,0,0.0,0.0
25005675,29,15,77.0,21.0
25015849,111,3,43.0,11.7
25017437,49,0,0.0,0.0
25017637,130,37,0.0,0.0
25019094,134,25,168.0,46.0
25019207,179,50,172.0,47.0
25025734,160,7,62.0,17.0
25026158,110,7,85.0,23.3
25034934,150,1,11.0,3.0
25039998,90,63,226.0,62.0
25040087,25,2,26.0,7.0
25044498,130,9,58.0,16.0
25046684,99,34,183.0,50.0
25054379,140,45,186.0,51.0
25054871,130,10,120.0,33.0
25055746,100,53,157.0,43.0
25055797,110,89,255.0,70.0
25055868,73,20,139.0,38.0
25056428,150,1,22.0,6.0
25057180,121,106,255.0,70.0
25057231,246,77,204.0,56.0
25058461,141,29,77.0,21.0
25061498,34,2,68.0,18.7
25062913,140,1,49.0,13.3
25070374,170,10,22.0,6.0
25082919,40,68,175.0,48.0
25082989,100,5,51.0,14.0
25084775,153,53,95.0,26.0
25085449,59,0,0.0,0.0
25085468,114,4,79.0,21.7
25085945,73,6,84.0,23.0
25086359,300,1,91.0,25.0
25112039,99,2,11.0,3.0
25113099,144,48,157.0,43.0
25113842,90,2,51.0,14.0
25114457,87,202,255.0,70.0
25115314,190,55,172.0,47.0
25115382,150,66,255.0,70.0
25116233,190,81,255.0,70.0
25116408,73,2,26.0,7.0
25117255,168,21,55.0,15.0
25119942,48,4,51.0,14.0
25125967,90,1,0.0,0.0
25139473,76,1,19.0,5.3
25139570,36,5,58.0,16.0
25139628,522,5,30.0,8.3
25140072,168,0,0.0,0.0
25141274,187,9,0.0,0.0
25141488,148,48,223.0,61.0
25142139,138,1,26.0,7.0
25142141,90,68,197.0,54.0
25144874,110,13,102.0,28.0
25148146,70,0,0.0,0.0
25164116,92,11,69.0,19.0
25166265,22,0,0.0,0.0
25167579,200,0,0.0,0.0
25167816,199,0,0.0,0.0
25168973,240,0,0.0,0.0
25169449,164,153,255.0,70.0
25170315,110,4,51.0,14.0
25171137,128,16,0.0,0.0
25171463,57,14,73.0,20.0
25173964,40,4,51.0,14.0
25177547,22,0,0.0,0.0
25177822,28,0,0.0,0.0
25178801,151,7,84.0,23.0
25178899,240,62,255.0,70.0
25183428,138,119,255.0,70.0
25184109,80,0,0.0,0.0
25192338,110,3,24.0,6.7
25192406,99,10,67.0,18.3
25192653,291,4,37.0,10.0
25192660,291,0,0.0,0.0
25192677,320,1,0.0,0.0
25192686,290,21,47.0,13.0
25193666,61,0,0.0,0.0
25193969,100,70,219.0,60.0
25194369,87,78,255.0,70.0
25200962,99,94,255.0,70.0
25202447,106,6,117.0,32.0
25202711,165,0,0.0,0.0
25202826,40,0,0.0,0.0
25203166,43,22,47.0,13.0
25204698,99,99,255.0,70.0
25206663,121,44,186.0,51.0
25209674,150,0,0.0,0.0
25212521,87,4,0.0,0.0
25213274,178,0,0.0,0.0
25213295,189,0,0.0,0.0
25215142,264,1,0.0,0.0
25215517,179,99,255.0,70.0
25216296,70,1,37.0,10.0
25216744,100,69,255.0,70.0
25219189,150,9,58.0,16.0
25233413,510,2,0.0,0.0
25234516,138,4,29.0,8.0
25234943,99,0,0.0,0.0
25236829,39,45,215.0,59.0
25236922,36,1,0.0,0.0
25237336,200,35,142.0,39.0
25237475,90,28,175.0,48.0
25237705,3644,0,0.0,0.0
25240207,1100,71,175.0,48.0
25240497,53,79,255.0,70.0
25243018,275,6,18.0,5.0
25250762,138,10,51.0,14.0
25251064,138,3,37.0,10.0
25266005,114,101,255.0,70.0
25267357,88,6,162.0,44.3
25267822,90,55,255.0,70.0
25268416,81,2,24.0,6.7
25269779,70,1,22.0,6.0
25271467,250,54,150.0,41.0
25271611,250,82,179.0,49.0
25277992,48,1,11.0,3.0
25279801,121,108,255.0,70.0
25296579,36,0,0.0,0.0
25296764,90,2,95.0,26.0
25297311,161,59,62.0,17.0
25298537,70,0,0.0,0.0
25298938,139,5,44.0,12.0
25299761,48,44,255.0,70.0
25306490,99,46,146.0,40.0
25306928,125,42,62.0,17.0
25310049,125,5,73.0,20.0
25312383,12,51,117.0,32.0
25324382,300,82,208.0,57.0
25325000,29,0,0.0,0.0
25327216,151,0,0.0,0.0
25327369,94,83,255.0,70.0
25328147,119,1,0.0,0.0
25328161,60,0,0.0,0.0
25333781,159,42,255.0,70.0
25333875,65,1,15.0,4.0
25334278,34,3,73.0,20.0
25340510,40,6,62.0,17.0
25343735,60,3,0.0,0.0
25355464,176,43,252.0,69.0
25357591,70,0,0.0,0.0
25358778,550,8,37.0,10.0
25360716,250,84,161.0,44.0
25361170,85,6,58.0,16.0
25363814,80,1,11.0,3.0
25363842,199,36,73.0,20.0
25365159,100,9,51.0,14.0
25365913,168,13,22.0,6.0
25378983,70,0,0.0,0.0
25379219,70,1,15.0,4.0
25379430,70,0,0.0,0.0
25379675,121,0,0.0,0.0
25380740,119,157,255.0,70.0
25382615,130,1,15.0,4.0
25382904,94,7,73.0,20.0
25384889,230,18,88.0,24.0
25386582,80,46,255.0,70.0
25388158,100,1,11.0,3.0
25402990,29,1,26.0,7.0
25404658,56,3,26.0,7.0
25407057,76,2,26.0,7.0
25407385,32,72,175.0,48.0
25409397,151,5,58.0,16.0
25410064,250,59,197.0,54.0
25411471,250,78,255.0,70.0
25412937,170,93,255.0,70.0
25427496,30,17,255.0,70.0
25430387,189,37,255.0,70.0
25431271,121,1,0.0,0.0
25431650,99,20,62.0,17.0
25431740,161,0,0.0,0.0
25432473,93,26,241.0,66.0
25433708,88,0,0.0,0.0
25435294,49,1,68.0,18.7
25436075,25,3,62.0,17.0
25436540,100,44,255.0,70.0
25439181,56,1,11.0,3.0
25444687,150,71,255.0,70.0
25455450,59,0,0.0,0.0
25456482,170,0,0.0,0.0
25456738,99,5,62.0,17.0
25460657,121,75,255.0,70.0
25461101,94,10,0.0,0.0
25461708,278,22,117.0,32.0
25462096,141,0,0.0,0.0
25462128,199,0,0.0,0.0
25463859,54,14,26.0,7.0
25465967,60,2,26.0,7.0
25466443,550,0,219.0,60.0
25468384,80,34,219.0,60.0
25468933,77,30,255.0,70.0
25472880,56,1,37.0,10.0
25473916,46,31,55.0,15.0
25476154,179,72,255.0,70.0
25477684,134,60,255.0,70.0
25480578,164,122,255.0,70.0
25481536,148,70,179.0,49.0
25488643,269,1,0.0,0.0
25489344,275,9,0.0,0.0
25489395,295,4,0.0,0.0
25489818,159,75,183.0,50.0
25490486,175,0,0.0,0.0
25490687,169,135,255.0,70.0
25490897,121,6,73.0,20.0
25491043,179,122,255.0,70.0
25494637,76,0,0.0,0.0
25495986,130,6,73.0,20.0
25498746,114,8,150.0,41.0
25499233,49,2,58.0,16.0
25500940,153,21,73.0,20.0
25507570,49,1,34.0,9.3
25513339,59,1,73.0,20.0
25515170,59,0,0.0,0.0
25518076,187,1,145.0,39.7
25518995,76,3,0.0,0.0
25521871,150,52,255.0,70.0
25521955,175,90,255.0,70.0
25522398,179,17,197.0,54.0
25523990,91,50,201.0,55.0
25524045,161,6,73.0,20.0
25529455,29,3,34.0,9.3
25532602,61,2,26.0,7.0
25533706,121,0,0.0,0.0
25534327,209,22,51.0,14.0
25535026,180,9,95.0,26.0
25536358,110,24,106.0,29.0
25542787,70,0,0.0,0.0
25547846,40,62,245.0,67.0
25548017,65,0,0.0,0.0
25548364,100,11,128.0,35.0
25550998,77,29,124.0,34.0
25552278,109,2,37.0,10.0
25552279,141,0,0.0,0.0
25552329,249,3,0.0,0.0
25553102,100,2,26.0,7.0
25554019,70,0,0.0,0.0
25555325,155,104,226.0,62.0
25557157,57,0,0.0,0.0
25558490,93,0,0.0,0.0
25582856,155,3,24.0,6.7
25585950,130,4,47.0,13.0
25586695,110,1,22.0,6.0
25588459,65,2,33.0,9.0
25590000,110,160,255.0,70.0
25591445,90,18,120.0,33.0
25591993,43,0,0.0,0.0
25598305,131,67,255.0,70.0
25600251,100,25,37.0,10.0
25610985,161,95,255.0,70.0
25613317,90,0,0.0,0.0
25633606,110,10,22.0,6.0
25634485,110,8,18.0,5.0
25637342,150,2,117.0,32.0
25639869,249,9,110.0,30.0
25640934,76,1,0.0,0.0
25642897,99,66,197.0,54.0
25645919,54,0,0.0,0.0
25646310,42,3,40.0,11.0
25646647,80,1,0.0,0.0
25651426,90,3,40.0,11.0
25653215,116,5,62.0,17.0
25656941,36,2,26.0,7.0
25662604,97,60,201.0,55.0
25681610,359,9,0.0,0.0
25681717,499,30,69.0,19.0
25682017,600,15,84.0,23.0
25682119,799,10,0.0,0.0
25682733,600,16,62.0,17.0
25682767,600,81,142.0,39.0
25682872,499,109,91.0,25.0
25684757,199,11,99.0,27.0
25690565,90,5,0.0,0.0
25692415,70,22,91.0,25.0
25694433,45,1,22.0,6.0
25695332,70,1,0.0,0.0
25695811,250,25,80.0,22.0
25696663,110,12,164.0,45.0
25699074,249,23,190.0,52.0
25702293,150,51,255.0,70.0
25702696,59,113,255.0,70.0
25704065,90,28,150.0,41.0
25707442,70,0,0.0,0.0
25709151,85,0,0.0,0.0
25711578,89,0,0.0,0.0
25720278,60,0,0.0,0.0
25732590,113,13,51.0,14.0
25741594,93,66,201.0,55.0
25746981,121,41,168.0,46.0
25749322,100,0,0.0,0.0
25749873,148,68,255.0,70.0
25750349,161,1,11.0,3.0
25761627,90,47,161.0,44.0
25765163,199,41,255.0,70.0
25768083,122,27,120.0,33.0
25777320,40,3,0.0,0.0
25780212,90,1,11.0,3.0
25782622,499,42,0.0,0.0
25782688,70,0,0.0,0.0
25782906,179,11,58.0,16.0
25783265,49,34,164.0,45.0
25783703,110,19,58.0,16.0
25783959,70,1,0.0,0.0
25784694,70,2,30.0,8.3
25785222,32,1,11.0,3.0
25785846,519,35,95.0,26.0
25786462,70,4,0.0,0.0
25786634,53,25,183.0,50.0
25786826,90,13,113.0,31.0
25786897,145,0,0.0,0.0
25788383,88,11,62.0,17.0
25793102,300,0,0.0,0.0
25793952,168,1,11.0,3.0
25795624,121,23,255.0,70.0
25795735,29,0,0.0,0.0
25796823,53,1,117.0,32.0
25807562,56,24,208.0,57.0
25810264,114,30,62.0,17.0
25811269,269,0,0.0,0.0
25811504,139,5,58.0,16.0
25812133,168,4,0.0,0.0
25812315,175,2,0.0,0.0
25813598,210,7,88.0,24.0
25814939,199,14,77.0,21.0
25815107,60,12,120.0,33.0
25815979,56,44,255.0,70.0
25816720,94,43,215.0,59.0
25818905,199,54,255.0,70.0
25820900,179,57,230.0,63.0
25826723,40,59,84.0,23.0
25830588,56,5,69.0,19.0
25841784,536,0,0.0,0.0
25844421,130,18,139.0,38.0
25846917,130,4,44.0,12.0
25849578,110,34,106.0,29.0
25854120,56,1,18.0,5.0
25855160,125,1,22.0,6.0
25856342,150,2,37.0,10.0
25860067,80,2,15.0,4.0
25869518,128,31,255.0,70.0
25873910,53,59,248.0,68.0
25874701,150,4,0.0,0.0
25877536,76,7,88.0,24.0
25878797,110,81,117.0,32.0
25884976,128,279,255.0,70.0
25893535,100,25,106.0,29.0
25893845,190,114,255.0,70.0
25893956,117,39,88.0,24.0
25895188,170,0,0.0,0.0
25895643,298,2,29.0,8.0
25897819,139,22,255.0,70.0
25899754,45,14,164.0,45.0
25899924,114,13,73.0,20.0
25916629,100,9,255.0,70.0
25917049,420,0,0.0,0.0
25918150,250,19,113.0,31.0
25918393,420,0,0.0,0.0
25923957,49,48,255.0,70.0
25929384,130,0,0.0,0.0
25930669,179,20,62.0,17.0
25931093,260,77,255.0,70.0
25948604,85,23,99.0,27.0
25948751,90,0,0.0,0.0
25949762,70,155,255.0,70.0
25949887,49,38,150.0,41.0
25950140,134,16,40.0,11.0
25951709,420,1,15.0,4.0
25952133,247,2,0.0,0.0
25952974,278,1,0.0,0.0
25953380,46,90,208.0,57.0
25953718,742,22,117.0,32.0
25953937,110,12,112.0,30.7
25957897,65,0,0.0,0.0
25958993,121,5,88.0,24.0
25959477,79,0,0.0,0.0
25959526,90,88,255.0,70.0
25959532,194,55,255.0,70.0
25959992,102,44,255.0,70.0
25960083,600,19,106.0,29.0
25961047,170,20,117.0,32.0
25977846,144,3,18.0,5.0
25979998,75,6,37.0,10.0
25982736,90,0,0.0,0.0
25983234,90,5,92.0,25.3
25983966,94,23,102.0,28.0
25985688,97,1,255.0,70.0
25988563,150,14,102.0,28.0
25990460,80,8,135.0,37.0
25990845,264,33,73.0,20.0
26006960,148,112,255.0,70.0
26007042,176,92,255.0,70.0
26012333,94,53,248.0,68.0
26012909,83,56,186.0,51.0
26013351,49,31,106.0,29.0
26014262,85,47,230.0,63.0
26015639,300,2,29.0,8.0
26018108,300,6,29.0,8.0
26019345,349,4,51.0,14.0
26029763,49,2,26.0,7.0
26035345,130,6,80.0,22.0
26043174,179,200,255.0,70.0
26045369,127,26,110.0,30.0
26064877,121,4,58.0,16.0
26065996,280,0,0.0,0.0
26067818,210,2,33.0,9.0
26071285,141,3,0.0,0.0
26071429,121,1,43.0,11.7
26072261,130,1,88.0,24.0
26084219,114,5,44.0,12.0
26085724,70,1,29.0,8.0
26085849,66,15,117.0,32.0
26086408,295,68,255.0,70.0
26088006,65,2,0.0,0.0
26088049,97,25,117.0,32.0
26090183,70,60,234.0,64.0
26092961,80,32,255.0,70.0
26094007,59,44,106.0,29.0
26095011,45,8,26.0,7.0
26096136,130,2,0.0,0.0
26097258,64,1,0.0,0.0
26106126,100,0,0.0,0.0
26108371,150,122,255.0,70.0
26108756,40,27,142.0,39.0
26108972,144,117,255.0,70.0
26109268,100,42,201.0,55.0
26109560,64,3,29.0,8.0
26109946,60,0,0.0,0.0
26110532,300,0,0.0,0.0
26110848,127,67,201.0,55.0
26111031,76,24,157.0,43.0
26111063,89,12,168.0,46.0
26111157,56,1,0.0,0.0
26111238,145,29,131.0,36.0
26113385,168,44,157.0,43.0
26119719,80,26,88.0,24.0
26121887,164,129,190.0,52.0
26125006,65,30,255.0,70.0
26125157,121,16,157.0,43.0
26135467,39,0,0.0,0.0
26135500,90,0,0.0,0.0
26135990,53,12,88.0,24.0
26136565,48,5,69.0,19.0
26137259,128,51,204.0,56.0
26138166,750,16,0.0,0.0
26139158,100,54,255.0,70.0
26140991,81,2,142.0,39.0
26145940,270,46,150.0,41.0
26146558,189,23,91.0,25.0
26147208,121,38,193.0,53.0
26147711,100,0,0.0,0.0
26149228,80,23,168.0,46.0
26149437,190,44,212.0,58.0
26150264,26,5,44.0,12.0
26164934,90,1,0.0,0.0
26165009,87,22,248.0,68.0
26170025,145,45,139.0,38.0
26170761,114,44,153.0,42.0
26171837,93,8,120.0,33.0
26173670,49,0,0.0,0.0
26177220,59,7,84.0,23.0
26178715,90,90,255.0,70.0
26179832,45,45,128.0,35.0
26180269,70,2,34.0,9.3
26184304,85,59,248.0,68.0
26200433,190,206,255.0,70.0
26205758,121,13,29.0,8.0
26206792,131,44,197.0,54.0
26210413,99,1,85.0,23.3
26211868,95,58,255.0,70.0
26214700,80,9,58.0,16.0
26233687,199,36,164.0,45.0
26235394,56,18,110.0,30.0
26235840,128,5,33.0,9.0
26236210,280,13,0.0,0.0
26237173,128,0,0.0,0.0
26237324,128,8,84.0,23.0
26237590,128,21,69.0,19.0
26237688,43,3,40.0,11.0
26238518,179,2,0.0,0.0
26240169,130,15,73.0,20.0
26241725,110,77,164.0,45.0
26242384,280,53,255.0,70.0
26256771,40,19,80.0,22.0
26260028,110,15,84.0,23.0
26260293,43,10,139.0,38.0
26261129,139,62,255.0,70.0
26261336,70,61,215.0,59.0
26262162,119,10,99.0,27.0
26264217,199,62,204.0,56.0
26264369,100,3,91.0,25.0
26264893,49,13,255.0,70.0
26264982,60,16,245.0,67.0
26265423,150,1,15.0,4.0
26266353,110,1,54.0,14.7
26282496,240,4,51.0,14.0
26282535,66,2,243.0,66.7
26283025,105,44,255.0,70.0
26283552,145,10,95.0,26.0
26285842,66,91,255.0,70.0
26287777,85,1,15.0,4.0
26288642,389,6,0.0,0.0
26289322,49,3,24.0,6.7
26304409,199,58,190.0,52.0
26305554,280,12,18.0,5.0
26306061,1049,14,0.0,0.0
26307907,150,62,190.0,52.0
26308919,320,2,18.0,5.0
26308933,111,79,255.0,70.0
26311224,128,101,255.0,70.0
26312651,179,36,73.0,20.0
26312818,60,8,187.0,51.3
26315144,40,35,142.0,39.0
26316897,40,82,255.0,70.0
26318061,90,49,164.0,45.0
26318152,320,44,204.0,56.0
26319040,20,9,0.0,0.0
26335495,117,25,66.0,18.0
26338488,93,51,157.0,43.0
26338530,349,66,175.0,48.0
26338698,169,0,0.0,0.0
26338747,168,2,0.0,0.0
26338914,124,39,255.0,70.0
26339302,130,5,84.0,23.0
26339372,151,8,113.0,31.0
26339620,199,2,0.0,0.0
26340983,107,70,124.0,34.0
26342986,45,0,0.0,0.0
26346432,65,0,0.0,0.0
26353415,70,3,55.0,15.0
26361659,105,0,0.0,0.0
26366120,130,5,0.0,0.0
26366297,99,3,0.0,0.0
26366687,600,9,80.0,22.0
26368321,117,16,66.0,18.0
26369000,145,141,255.0,70.0
26369995,130,4,29.0,8.0
26371280,155,106,255.0,70.0
26372644,128,50,146.0,40.0
26376055,94,56,255.0,70.0
26378152,117,22,29.0,8.0
26379327,110,29,95.0,26.0
26380695,221,4,95.0,26.0
26384420,40,9,0.0,0.0
26389620,122,37,131.0,36.0
26394259,100,3,61.0,16.7
26397229,179,44,255.0,70.0
26399048,99,67,255.0,70.0
26400963,300,65,95.0,26.0
26402360,168,8,0.0,0.0
26402684,100,10,83.0,22.7
26406136,110,33,219.0,60.0
26406172,725,0,0.0,0.0
26406656,733,0,0.0,0.0
26407105,385,40,212.0,58.0
26407433,60,5,68.0,18.7
26407857,748,0,0.0,0.0
26425133,199,9,58.0,16.0
26425948,199,20,73.0,20.0
26426304,148,31,201.0,55.0
26426579,130,70,255.0,70.0
26426701,159,1,62.0,17.0
26429940,105,14,204.0,56.0
26430331,104,1,19.0,5.3
26432914,107,5,255.0,70.0
26434410,66,3,44.0,12.0
26438603,100,1,15.0,4.0
26442616,90,66,255.0,70.0
26451648,175,27,175.0,48.0
26456048,162,53,186.0,51.0
26456194,179,22,95.0,26.0
26456615,40,0,0.0,0.0
26458060,144,114,255.0,70.0
26459339,100,0,0.0,0.0
26476274,56,41,241.0,66.0
26479387,176,30,88.0,24.0
26479585,150,127,255.0,70.0
26480494,400,0,0.0,0.0
26481841,158,42,183.0,50.0
26482632,349,56,234.0,64.0
26482649,260,1,18.0,5.0
26483947,130,30,255.0,70.0
26485015,80,32,208.0,57.0
26488881,76,0,0.0,0.0
26501587,110,62,255.0,70.0
26502006,206,0,0.0,0.0
26502389,125,7,37.0,10.0
26503526,100,28,139.0,38.0
26504556,195,56,255.0,70.0
26509152,280,3,0.0,0.0
26510559,56,64,255.0,70.0
26513120,399,30,186.0,51.0
26516994,121,22,95.0,26.0
26531647,349,11,80.0,22.0
26533287,159,20,186.0,51.0
26534405,280,4,51.0,14.0
26535284,106,22,161.0,44.0
26539485,77,37,120.0,33.0
26546910,76,69,146.0,40.0
26549440,70,3,91.0,25.0
26550754,121,39,255.0,70.0
26554501,172,26,77.0,21.0
26567729,219,50,255.0,70.0
26571193,43,2,37.0,10.0
26573623,300,0,0.0,0.0
26574181,130,22,150.0,41.0
26574367,110,3,51.0,14.0
26576704,280,6,26.0,7.0
26586987,219,135,255.0,70.0
26588293,40,17,0.0,0.0
26607558,99,14,120.0,33.0
26607746,90,21,106.0,29.0
26610319,100,24,131.0,36.0
26611386,200,86,255.0,70.0
26612202,110,7,33.0,9.0
26618691,56,48,255.0,70.0
26628971,99,99,255.0,70.0
26639647,150,0,0.0,0.0
26640151,100,23,102.0,28.0
26641596,266,2,0.0,0.0
26643107,56,14,193.0,53.0
26643399,241,30,212.0,58.0
26644610,83,50,164.0,45.0
26649480,150,14,106.0,29.0
26655518,32,0,0.0,0.0
26669478,260,7,0.0,0.0
26671062,56,37,128.0,35.0
26671138,76,2,33.0,9.0
26671306,159,3,18.0,5.0
26672066,90,2,29.0,8.0
26674153,60,44,168.0,46.0
26678959,70,40,245.0,67.0
26679386,99,18,150.0,41.0
26679619,46,7,88.0,24.0
26682357,125,160,73.0,20.0
26692091,40,4,124.0,34.0
26693427,280,3,44.0,12.0
26695165,280,7,0.0,0.0
26695187,85,49,142.0,39.0
26696568,121,2,29.0,8.0
26696961,60,1,73.0,20.0
26717070,105,41,255.0,70.0
26720981,189,52,120.0,33.0
26722061,155,6,0.0,0.0
26722544,151,6,95.0,26.0
26722995,801,8,51.0,14.0
26730400,53,15,106.0,29.0
26747006,128,88,255.0,70.0
26750223,68,1,18.0,5.0
26754687,130,2,29.0,8.0
26755473,61,0,0.0,0.0
26756635,291,7,88.0,24.0
26757568,36,2,0.0,0.0
26757860,90,175,255.0,70.0
26759902,80,0,0.0,0.0
26760699,122,80,255.0,70.0
26761955,113,71,223.0,61.0
26765826,100,24,120.0,33.0
26766743,40,0,0.0,0.0
26766930,49,2,0.0,0.0
26767770,190,9,0.0,0.0
26769328,161,34,73.0,20.0
26785512,139,10,73.0,20.0
26785936,49,2,47.0,13.0
26788970,331,15,106.0,29.0
26789202,287,21,91.0,25.0
26790092,119,54,69.0,19.0
26791660,199,53,219.0,60.0
26791996,295,4,18.0,5.0
26794988,83,2,26.0,7.0
26795650,139,25,248.0,68.0
26795769,74,4,0.0,0.0
26801563,59,64,255.0,70.0
26806727,29,1,152.0,41.7
26814774,76,189,255.0,70.0
26815266,97,3,51.0,14.0
26816161,100,5,0.0,0.0
26816631,240,5,102.0,28.0
26816962,100,3,49.0,13.3
26820375,40,36,186.0,51.0
26820533,60,36,255.0,70.0
26821779,121,15,222.0,60.7
26824596,56,121,255.0,70.0
26826185,53,4,66.0,18.0
